86-21-432	"* Lower photograph on same page as -431 with caption: ""Bird and Fish Gifts from Trinidad."" Size 102 mm by 102 mm (4.0 in. by 4.0 in.)"
86-21-326	"* Letter from Herbert A. Baker of Wright, Brown, Quinby, and May, patent attorneys, to WHN. Congratulations and regrets for not attending ceremony. Dated November 27,1942. Typewritten and signed on 216 mm by 279 mm (8.5 in. by 11.0 in.) letterhead."
86-21-341	"* E--Award blank certificate Size 152 mm by 241 mm (6.o in. by 9.5 for in.) individual employees."
86-21-437	"* Upper photograph of two on page with page caption: ""W. H . NICHOLS & SONS LEXINGTON PLANT"" showing building entrance. Size 89 mm by 152 mm (3.5 in. by 6.0 in.)."
86-21-372	"* description of Sea Scout activities? Unidentified persons also shown."
86-21-257	"* Machine shop photograph of men working on lapping machines with pump rotor parts visible in foreground. Same size, border arrangement, and reverse side stamps as 86-21-256. Matte finish"
86-21-414	"* Center photograph on Minstrel.Show page showing same five persons as -413. Size 76 mm by 127 mm (3.0 in. by 5.0 in.) 4-1 2/20/91"
86-21-386	"* Upper photograph of two with page caption: ""AUCTIONS FOR THE BOND DRIVE."" Caption below photograph: ""LYMAN WITH STRAWBERRY JAM."" Size 95 mm by 152 mm (3.75 in. by 6.0 in.)"
86-21-445	"* Upper outdoor photograph of two showing six men and one woman, with caption: ""Waterbury Pump Dept."" Size 95 mm by 146 mm (3.75 in. by 5.75 in.) 4-3 2/20/91"
86-21-219	"* wide angle photograph of monument, Size 89 mm by 123 mm (3.5 in. by 4.75 in.) . shown in 86-21-218."
86-21-388	"A * Upper photograph of three of a poster display with the legend: ""PLEASE BEAR IN MIND THAT / WHILR READING THIS SIGN / AMERICAN BOYS ARE DYING / THAT WE MIGHT NEVER HAVE / TO SALUTE THESE FLAGS"" where the solidus (/) indicates the end of a line. Size 48 mm by 152 mm (1.88 In. by 6.0 in.) B * Center photograph of poster display showing unidentified man holding a model steam engine. Size 83 mm by 143 mm (3.25 in. by 5.62 in.) 3-9 2/20/91 ®6~21-388c * Lower BEAT beat0? ft / crew the ' night 0UR photograph of QUOTA $2500. / WE poster RAISED Ci_ display 57528.75f“ with / legend; L^TS SEE ""to ?ou in. ) was CREW."" Si2e 51 Note that the card -1-- r; mm by . no . 3 mm (2.0 in. by 5.5 discarded. on which these •' photographs . J were mounted s8ta'nd?wi8t9h* anMr ?hoto^aPh of two r Upper photograph showing 11 musicians on a band 159 mm (2.75 in.°by 6? ""The orchestra 311 dressed 25 ""Ella'in°th LvW?r photo<3raPh on I up."" Size 70 mm by page with musicians with caption: Trapezoidal trimmed print with 127 mm (5.0 in.), and base-2 132 dance'ror ^Eh2i^r&2£..cosu^ees1?r2vi« sp;;°si ""VALENTINE in. by 6.62 C * Photograph r of two unidentified men with caption: WHO RECEIVED PERMANENT -------- ’ AT NIGHT AUCTION."" Size 121 mm by 152 (4.75 in. by 6.0 in. ) ""MAN mm"
86-21-410	"* Upper photograph with the caption: Lunch . "" Size 102 mm by 121 mm (4.0 in. by 4.75 ""Elsie Smith at Box in.)"
86-21-290	"* Aerial Photograph same size and folding as 86-21-288. Label caption: ""December 14, 1964 Aerial View of Woerd Ave. Boat House and W.H. Nichols Company."" Same reverse side stamp as 86-21-288 except ""Photo Number 20."""
86-21-308	"152 mm by * E-Award ceremony program for November 25, 1942. Size 229 mm (6.0 in. by 9.8 in.) , 12 pages including covers. 3-1 2/20/91"
86-21-247	"* Photograph of the motor launch ""white Swan"" underway on a river with three men aboard: one man forward and two amidships. A cemetery is shown on the far shore. The location may be on the Charles River in Waltham, Size 203 mm by 254 mm (8.0 in. by 10.0 in. ) . * Photograph of the motor launch ""White Swan"" underway on a river with three men aboard: one man forward and two amidships. A cemetery is shown on the far shore. The location may be on the Charles River in Waltham, Size 203 mm by 254 mm (8.0 in. by 10.0 in. ) . * Photograph of the motor launch ""White Swan"" underway on a river with three rnen aboard: one man forward and two amidships. A cemetery is shown on the far shore. The location may be on the Charles River in Waltham. Size 203 mm by 254 mm (8.0 in. by 10.0 in. ) ."
86-21-309	"texts of 11.0 in.) * Typewritten carbon-copy of E-Award program including speeches. On 17 pages of 216 mm by 279 mm (8.5 in. by onion skin paper."
86-21-407	"* Lower photograph on same page as -406 showing a man and a woman, with caption: ""Bill Holland 4 Sophie."" Size 64 mm by 83 mm (2.5 in. by 3.25 in. )"
86-21-434	"* Upper THEIR MACHINES."" photograph of three with page caption: ""MEN AT Size 76 mm by 83 mm (3.0 1 n . by 3.25 in.)"
86-21-350	"* Letter from W.M. Mill, President of Thomas Smith Company to WHN. Dated November 25, 1042. Typewritten and signed on 216 mm by 279 mm (8.5 in. by 11.0 in.) letterhead. *** Notes *** Note 1: This concludes the listing of items removed from E-Award Scrap Book . A small number of items require restoration and these have been identified. Note 2: Items number 86-21-351 to 86-21-380 were mostly multiple small photographs or clippings that were originally attached to black paper mounts and were stored in transparent sleeves in a four ring loose leaf binder, Where possible the individual items were mechanically removed from the mounts and separately cataloged. As the note before item 86-21-288 explains, items 86-21-288 to 86-21-299 were also removed from sleeves in the same four ring loose leaf binder. *** End of Notes * * *"
86-21-297	"* Mounted photograph of regatta on August 16,1919. Photo size 121 mm by 171 mm (4.75 in. by 6.75 in.), mount size 203 mm by 254 mm (8.0 in. by 10.0 in.). Label caption: ""August 16, 1919 Regatta."" Reverse side hand written notation: ""Waltham Canoe Club Regatta / August 16, 1919 War Canoe Race Second Heat / 1st Tatassit Canoe Club of Worcester, Mass. / 2nd Waltham Canoe Club / Time 5 min 56 1/5 sec."" Caption label and photograph"
86-21-454	"* Portrait photograp with caption: ""JOHN HUTCHINSON."" Size 102 mm by 152 mm (4.0 in. by 6.0 in.)"
86-21-118	"* Reprint of photograph in 86-21-115. mm (3.5 in. by 5.0 in.) Size 89 mm by 127"
86-21-444	"* Lower outdoor group photograph on same page as -443 showin 10 men and one woman, with photo caption: THE TURRET LATHE DEPARTMENT."" Size 95 mm by 108 mm (3.75 in. by 4.25 in.)"
86-21-236	"* Blueprint: Cross section diagram of clockwork mechanism. Title: ""6.5 Ligne Oval.""Oval."" Legend below title: ""Waltham January 1927."" Stamp on reverse side: January 20, 1933. Drawing size 229 mm by 483 mm (9.0 in. by 19.0 in.)"
86-21-451	"* Lower photograph on same page as -450 showing four men standing with caption: ""Special Pump Dept.."" Size 64 mm by 89 mm (2.5 in. by 3.5 in.)"
86-21-116	"* Photograph of RAC of same clock as in 86-21-109. composition and poor print.. Size 89 mm by 127 mm (3.5 in. in.)."
86-21-306	"A * Newspaper clipping, in file. B * Newspaper clipping. Deteriorating, See A Photocopy inserted"
86-21-335	"* Stage layout for E-Award ceremony, ""Ditto"" machine copy with purple ink on blue paper, 216 mm by 279 mm (8.5 in. by 11.0 in. )"
86-21-277	"* Photograph _r._ . of . WHN Company e office mounted on upper : half of Page 55. < Wai 1^calendar in photo shows Thur May 26 (Year illegible). Size: 114 mm by 165 mm (4.5 in. by 6.5 in.)"
85-21-243	"* Listings of names entitled: ""Waltham men who served in the revolutionary war taken from the archives of the State of Massachusetts."" Consists of two parts: A four page list of the names of the men in alphabetical order (page 1 missing); a 46 page listing of the details of service for each individual, The missing page 1 can be restored by reference to the detailed second list. At the end of the listing the following information is given. ""Compiled by Martha Velie Friebe, 4 Riverview Ave., Waltham. Typewritten on onion skin paper 216 mm by 279 mm (8.5 in. in by 11.0 . in. ) in blue paper covers tied along the 11 inch edge with string."
86-21-398	"* Upper mtir> left Z' photograph I .. X MH'C'tr •• showing ch ""ENTERTAINMENT IN THE CANTEEN ’ ""Douglas and Kenny."" ’ Picture capt ion: in. by 3.0 in.) two^en P^ylng^an Jos . ?"
86-21-344	"* Letter from A. Douglas Dalton of Yale and facturing to WHN declining invitation. Dated November Towne Manu25, 1942. letterhead Typewritten on 203 mm by 267 mm (8.0 in. by 10.5 in.) and signed."
86-21-241	"* Magazine ""Compressed Air."" Issue of October 1967. Review of the capabilities and economies of air and gases, Thirtytwo pages. Size 210 mm by 292 mm (8.25 in. by 11.5 in.) * Magazine "" Compressed Air."" Issue of October 1967. Review of the capabilities and economies of air and gases, Thirtytwo pages. Size 210 mm by 292 mm (8.25 in. by 11.5 in.)"
86-21-337	"* Temporarily unassigned 86-21-338 * Three photographic prints, each 89 mrn by 127 mm (3.5 i n. by 5.0 in.) showing plaque honoring WHN employees in Armed Forces. All three were on same page of scrap book."
86-21-436	"* 7 6 mm (2.75 Lower photograph in. by 3.0 in.) on same page as -434. Size 70 mm by"
86-21-213	"* Mounted newspaper clip with headline: ""Mr. Churchi11 ’ Starts the Shooting."" Source and date unknown. Mounted on 190 mm by 254 mm (7.5 in. by 10.0 in.) Copy made 9/4/90 included. Original needs restoration."
86-21-210	"* Magazine clip Popular Science Monthly, 292 mm (8.25 in. by 11.5 ""Signal Book in. by 5.2 3"
86-21-253	"* Photograph of Santa Claus distributing gifts with unidentified children waiting in line before a Christmas tree. in •I Size 203 mm by 254 mm (8.0 in. by 10.0 in.). Reverse side stamp: ""W.B. Hay, Waltham Mass., Photos."" This reverse side stamp appears on a number of photographs and will hereafter be called Hay Stamp."
86-21-356	"* Descriptive clipping approximately 50 mm by 100 mm In. by 4 In.) and label with caption: ""Woerd Avenue Boat House after fire in 1969."" The Boat House was built during the nineteenth century as a community canoe house. It was changed to a boat and canoe club In 1937 and the upper section was purchased by the ""Prospect Lodge of Odd Fellows"" in 1938 and used as a community facility thereafter. (2"
86-21-393	"* Photograph 1 of Jeff Belliveau “ 108 mm by 152 mm (4.25 - in. by 6.0 in.) and Jim Johnstone. Size"
86-21-209	"* Honor"", for paign, 1950. Fund raising booklet called ""To New Usefulness and the Smith College 75th Anniversary fund-raising camSize 152 mm by 229 mm (6.0 in. by 9.8 in.) 2-1 2/20/91"
86-21-320	"* Letter from. L.R. Snow of J.H. Winn's Sons, Attn. Hart Nichols with congratulations on E-Award. Also states that WHN milling machine instrumental in Winn's getting E-Award. Dated December 1, 1042. Typewritten on letterhead stationery size 216 mm by 279 mm (8.5 in. by 11.0 in.) and signed L.R. . Snow. 3-2 2/20/91"
86-21-441	"* Upper photograph of two with caption: ""Walter at Machine."" Size 95 mm by 108 mm (3.75 in. by 4.25 in.) Doucette"
86-21-329	"* Letter from Thomas H. Neelon, Metropolitan Life Insurance Company to WHN with congratulations. Typed and signed on 216 mm by 279 mm (8.5 in. by 11.0 in.) paper folded to 140 mm by 216 mm (5.5 in. by 8.5 in.)"
86-21-377	"* Photograph of power boat and racing shell at boat house dock. Size 203 mm by 254 mm (8.0 in. by 10.0 in.) stored imn 8 X10 archival envelope. Date unspecified however location is at Woer Avenue Boat House dock. \ 86-21-378 * Mounted photograph of dock mounted (foreground), photograph racing (no borders) and power launch in river. Size of i------ . . . in.). is 190 mm by 248 mm (7.5 in. by 9.75 in.). Label with caption. ""Boating on’Charles River as seen from Boat House Dock. Date 1 unspecifled. on boat car86-21-379 * Photograph of power ■ launch ""White of Swan"" Charles River in riage. Date unspecified. ' ’. Location on banks c by 9.5 in.) on Waltham inferred. L.__ Size 178 mm by 241 mm (7.0 in. double weight matte finish paper."
86-21-214	"* Etching, portrait of male subject, Unidentified, unsigned, and undated, Reverse signed ""Ambrose Dlvasey."" Size 121 mm by 178 mm (4.75 in. by 7.0 in.)"
86-21-244	"* Photograph of the power launch ""White Swan"" on land. Photograph probably taken in March 1941 in the vicinity of the Woerd Avenue Boat House on the Charles River, Size 235 mm by 311 mm (9.25 in. by 12.25 in.) Item stored in oversize file box #1. * Photograph of the power launch ""White Swan"" on land. Photograph probably taken in March 1941 in the vicinity of the Woerd Avenue Boat House on the Charles River, Size 235 mm by 311 mm (9.25 in. by 12.25 in.) Item stored in oversize file box #1. 4 * Photograph of Photograph probably taken Woerd Avenue Boat House on mm (9.25 in. by .12.25 in. ) the power launch ""white Swan"" on land. in March 1941 in the vicinity of the the Charles River, Size 235 mm by 311 Item stored in oversize file box #1."
86-21-232	"* Blank memo pad with top printed Nichols."" Bottom has advertising for Rubel mm by 210 mm (5.5 in. by 8.25 in.) ""Memo from W.H. Machinery Co. Size 140 2-3 2/20/91"
86-21-240	"* Index card with notations. Upper left: ""the Model Engineer"", circa 1927. Covered with notes that need interpretation. Badly yellowed and needs restoration. Size 76 mm by 127 mm (3.0 in. by 5.0 in.) * Index card with notations. Upper left: ""the Model Engineer"", circa 1927. Covered with notes that need interpret- ation. Badly yellowed and needs restoration. Size 76 mm by 127 mm 1 (3.0 in. by 5.0 in.) i: 86-21-241 22 222. * ■ Magazine ■ i ""Compressed Air."" Issue of October 1967. Review of the capabilities and economies of air and gases. Thirty- two pages. Size 210 mm by 292 mm (8.25 in. by 11.5 in.) * Index card with notations. Upper left: ""the Model Engineer"", circa 1927. Covered with notes that need interpretation. Badly yellowed and needs restoration. Size 76 mm by 127 mm (3.0 in. by 5.0 in.)"
86-21-10	".1 * Typewritten description o £ provenance of collection of Windsor Castle. Size 190 mm by 242 mm 9.5 in.) See also item 86-21-103. a RAC in the (7.5 in. by 8 * Phot-, graph of RAC in a front view. Size 152 mm. by 228 mm. (6.0 in. hy J. (? •• Tw-„- hand written n-.t a t: ons on reverse: (1) ""Astronomical clock by Raingo at Conservation des Arts et Metier secured through the courtesy of Mr. Paul Ditisheim."" (2) ""See Caption 2"", ""Reduce to half size."""
96-21-395	"* Lower photograph on ""NOON ENTERTAINMENT ..."" page showing four unidentified persons in the foreground and musicians in the rear. Size 102 mm by 102 mm (4.0 in. by 4.0 in.)"
86-21-262	"* Group outdoor photograph at the WHN plant showing Mrs. Louise Nichols, Mrs. Frances Nichols Hoagland and 20 men in three rows. All are identified in Supplement No. 1. Size 203 mm by 254 mm (8.0 in. by 10.0 in.) on double weight paper. Reverse side has Hay Stamp. * Group of 25 year employees in outdoor photograph at the WHN plant showing Mrs. Louise Nichols, Mrs. Frances Nichols Hoagland and 20 men in three rows identified in Supplement No. 1. Size 203 mm by 254 mm (8.0 in. by 10.0 in.) on double weight paper. Reverse side has Hay Stamp."
86-21-442	"* Lower photograph on same page as -441 with caption: ""Roy Thombs & Leo Bergin."" Size 102 mm by 102 mm (4.0 in. by 4.0 in. )"
86-21-217	"* Envelope contained photographs postmarked November 30, 1948, New York, N. Y., Grand Central Station. Reverse side notation: "" Mrs. P. M. Chamberlain"" (handwritten); Beekman Tower, 1 Mitchell Place, New York 17, N.Y. (printed); ""Brattleboro Photographs"" (handwritten), Size 95 mm by 165 mm (3.75 in. by 6.5 in.) by 3.75."""
86-21-359	"A * Newspaper clippings mounted on 216 mm by 356 mm (8.5 in. by 14.0 in.) black paper. Item consists of two pictures, a news article, and a label with the caption: ""August 1962 - Religious services being held for Sea Scouts at tumble down house."" Stored in oversize file box ft 1. See also item 86-21-359B. B * Reduced size photocopy, 77% reduction, of mounted newspaper clippings of item 86-21-359A. Copy size 216 mm by 279 (8.5 in. by 11.0 in.). in.). Stored in letter size file folder.. mm"
86-21-278	"* Two-part hinged photograph of Nichols residence and factory compound. Mounted on upper third of page 58. Unfolded size 114 mm by 318 mm (4.5 in. by 12.5 in.) Date unspecified. 86-21-279 * Three-part hinged photograph of Nichols factory compound and residence mounted on middle third of page 58. Unidentified individuals are shown as well as the miniature steam train called ""Ella Cinders"" in left foreground. Unfolded size 108 mm by 470 mm (4.25 in. by 18.5 in.) (See also 86-21-278)"
86-21-231	"* Reprint r ""L'Armurerie Beige"": from La Construction Metalllque No. 9, ’, September 15, 1938 in French. 32 pp +■ front and back covers. Size 210 mm by 267 mm (8.25 in. by 10.5 in.)"
86-21-102	"* Letter from A.E. Hurley, Inspector's office, Windsor’ Castle, to Major P.M. Chamberlain,, Newark, N.J., dated 11 March 1931. Subject: RAC in Windsor Castle. Cast 1e . Typewritten and signed. on 190 mm by 242 mm (7.5 in. by 9.5 in.) paper."
86-21-348	"declining signed on * Letter from R.S. Grand, The Austin Company to WHN invitation. Dated November 26, 1942. Typewritten and 216 mm by 279 mm (8.5 in. by 11.0 in.) letterhead."
86-21-288	"* Aerial photograph folded size 203 mm by 229 mm (8.0 in. by by 9.0 in.) from unfolded 229 mm by 229 mm (9.0 in. by 9.0 in.) Stored in folded size. Label caption: ""December 14, 1964. Aerial View of Boathouse and Charles River Waltham, Mass."" Reverse side stamp: ""Aerial Photo-. of new England / Date n*rr. 14 , 1964 / Photo Number 10."""
86-21-258	"* Photograph outdoors showing left to right: Hart, Mrs. Louise, and Arthur Nichols and unidentified man. Location and time unidentified. Size 203 mm by 254 mm (8.0 in. by 10.0 in.) on double weight paper. Reverse side has Hay Stamp."
86-21-283	"* Commercial photograph with printed legend at top left: ""P. A. 6997 a Weston Bridge, Auburnndale, Mass."" Printed legend at bottom left: ""Copyright 1905 by the Rotograph Co."" Size 89 mm by 279 mm (3.5 in. by 11.0 in.) in. ) Mounted on the bottom third of page 59 of aIbum. *** End of Photographs either removed from or still mounted in Photograph Album (item 86-21-273) * * *"
86-21-425	"* Center photograph on same page as -3 -414 showing a hand-operated fire hose cart with caption: r "" 7 The Old and the New."" Size 44 mm by 76 mm (1.75 in. by 3.0 in.)"
86-21-227	"* Obituary (called Congregational Assembly) for Hilram Corliss born October 21, 179? in Easton, New York and died-September 7, 1877 in Greenwich, New York. He was the father of George Henry Corliss. The Initials ""C.C.S"" appear at the end of the obituary. Typewritten on 216 mm by 279 mm (8.5 in. by 11.0 in.) bond paper. Author of the obituary, date It was written and whether it was published are unknown."
86-21-216	"* Periodica] called ""The Laboratory"" consisting of detached cover sheets and pages 43-58. Cover sheet legend: ""Published by Fisher Scientific Company, Pittsburgh, Pa. and Montreal Canada, Volume 10, Number 3. Contains articles of scientific historical interest as well as catalog descriptions of items for sale by Fisher. Size 152 mm by 229 mm (6.0 in. by 9.8 in.) . Date unknown."
86-21-435	"* Center photograph on same page as -434. 76 mm (1.75 in. by 3.0 in.) Size 44 mm by"
86-21-274	"* Photograph of Paddle Wheel Steamer ""White Swan"" on Charles River in Waltham, Size 203 mm by 254 mm (8.0 in. by 10.0 in.) on glossy single weight paper, This print was mechanically removed from page 52 of album 86-21-273. Reverse side notation: ""Moody Street Bridge""/ ""6925-42."""
86-21-259	"* Photograph on a dais of Hart, Mrs. Louise, and Arthur Nichols with unidentified clergyman. At rear center of dais Is artist's portrait of WHN. Reverse side has Hay Stamp. Size 203 mm by 254 mm (8.0 In. by 10.0 In.)"
86-21-248	"* Photograph of a ""Schacht Buggy"" automobile, 1905-1906 model . Typewritten legend on paper pasted to reverse side as follows: ""SCHACHT BUGGY-(1905-1906) Cincinnati Ohio""; ""$500. (?)""; ""ENGINE - 2 CYLINDER WATER cooled - h.p. in rear crank at back."" Size 152 mm by 229 mm (6.0 in. by 9.8 in. ) 2-5 2/20/91 * Photograph of a ""Schacht Buggy"" automobile, 1905-1906 model. Typewritten legend on paper pasted to reverse side as follows: ""SCHACHT BUGGY-(1905-1906) Cincinnati Ohio""; ""$500. (?)""; ""ENGINE - 2 CYLINDER WATER cooled - h.p. in rear crank at back."" Size 152 mm by 229 mm (6.0 in. by 9.8 in.) 2-5 2/20/91 * Photograph of a ""Schacht Buggy"" automobile, 1905-1906 model. Typewritten legend on paper pasted to reverse side as fol]ows: ""SCHACHT BUGGY-(1905-1906) Cincinnati Ohio""; ""$500. (?)""; ""ENGINE - 2 CYLINDER WATER cooled - h.p. in rear crank at back."" Size 152 mm by 229 mm (6.0 in. by 9.8 in.) 2-5 2/20/91"
86-21-382	"* Upper photograph of two with page caption: AUCTION."" Size 114 mm by 133 mm (4.5 in. by 5.25 in.)"
86-21-336	"* Letter from Oscar F. Falling, Executive Vice President Waltham Federal Savings and Loan to WHN declining invitation. Dated November 25, 1942, typewritten and signed. Size 190 mm by 267 mm (7.5 ini n . by 10.5 in.)"
86-21-369	"* Color photograph showing unidentified persons dock, location unspecified, Size 89 mm by 89 mm (3.5 in. in. ) . on a by 3.5"
86-21-394	"* Upper photograph of two on page with page caption: ""NOON ENTERTAINMENT IN THE CANTEEN"" showing six unidentified persons in foreground and musician band members in the background. Size 64 mm by 146 mm (2.5 in. by 5.75 in.)"
86-21-254	"* Photograph in a large room of children and adults with bottom of Christmas tree of 86-21-253 shown at right edge. Time and location of photograph not identified. Size 203 mm by 254 mm (8.0 in. by 10.0 in.). Hay Stamp on reverse side."
86-21-426	"* Lower photograph on same page -pump hose trailer. Size 44 mm by 76 7 6 mm as -414 showing a powered(1.75 in. by 3.0 in . ) 86-21-427 * This catalog number is unassigned."
86-21-224	"* Letter from Edwin A. Battison to Arthur Nichols dated 16 March 1965. Typewritten and signed ""Ed"" on 216 mm by 279 mm (8.5 in. by 11.0 in.) letterhead printed as follows: ""Edwin A. Battison, 2833 South Columbus Street, Arlington, Virginia 22206."" Needs restoration to remove a few light stains."
86-21-349	"* Letter from Vernon Mason of Jenney and Mason attorneys to WHN declining invitation. Dated November 25, 1942. Typewritten on 216 mm by 279 mm (8.5 in. by 11.0 in.) letterhead and signed."
86-21-400	"* Center photograph i n canteen during rest perid."" <--- - - - 4.25 in. ) : ""Dancing on -398 page with caption: (? Size 70 mm by 108 mm (2.75 in. by NICHOLS4.DOC 86-21-401 * Lower photograph on -398 page with caption: Canteen during rest period."" Size 52 mm by 114 mm (2.25 in. ) ""Dancing in in. by 4.5"
86-21-285	"* Obituary for W. Hart Nichols published in the Waltham News-Tribune for February 28, 1966. Original clipping + photocopy made by piece-wise assembly of portions of four copies. Size of master photocopy 140 mm by 279 mm (5.5 in. by 11.0 in.) 2-9 2/20/91"
86-21-291	"* Mounted photograph of steamer White Swan. Photo size 114 mm by 190 mm (4.5 in. by 7.5 in.) Mounted on black mounting board 133 mm by 216 mm (5.25 in. by 8.5 in.) Label caption: ""The original White Swan steamer taken below Auburndale Bridge."" Mount reverse side has hand written notation; ""Steamer White Swan below the Waltham Water Works Auburndale Bridge."" The words ""Waltham Water Works"" have a line through as if they are to be deleted. Photograph badly faded. A photocopy shows more detail. Photograph and label in archival envelope. Photocopy and archival envelope in folder. Both folder and archival envelope bear catalog number 86-21-291. 2-10 2/20/91"
86-21-340	"* Two photographic prints each 89 mm by 127 mm (3.5 in. by 5.0 In.) showing WHN In front of plaque, Both photographs were on same page of scrap book."
86-21-402	"* WEDDING in.) Upper right photograph on page with page caption: Size 102 mm by 152 mm (4.0 in. by 6.0 in.) ""MOCK"
86-21-271	"* photograph of 1946-1948 vintage Plymouth four door sedan in front to factory building, Unidentified woman indoors at window of building. Size 203 mm by 254 mm (8.0 in. by 10.0 in.) on double weight matte paper."
86-21-295	"* Mounted photograph of Woerd Avenue Boat House and regatta June 14, 1908. Photo size 140 mm by 203 mm (5.5 in. by 8.0 in.) Mount size 203 mm by 279 mm (8.0 in. by 11.0 in.) Label caption: ""June 14, 1908 - Regatta"""
86-21-317	"* Letter from E. w. w. Miller, General Manager of the Fellows Gear Shaper Co, to WHN. Regrets not attending E-Award ceremony. Dated December 3, 1942. Typewritten and signed on letterhead stationery size 216 mm by 279 mm (8.5 in. by 11.0 in.)"
86-21-114	"* Photograph of same RAC as In 86-21-109. either negative underexposed or print overexposed. 127 mm (3.5 in. by 5.0 in.) Size 102 mm by Poor print: Size 89 mm by"
86-21-112	"* color rendering (lithograph?) of RAC in front view. Legend below clock image: ""Relox Astronomico"" , ""R.Ackerman's Repository of Arts"", ""8C 1824."" Size 152 mm by 241 mm (6.0 in. 9.5 in.) Lower right hand corner of plate missing. by"
86-21-111	"* Photograph of RAC similar 20 3 mm by 2 5 4 mm ( 8 . 0 in. by 10.0 in.! to that of 98-21-109. Size 1-1 2/20/91"
86-21-284	"* Newspaper clipping and photocopy of clipping, Headline: ""An Historic Engine"" Sub-headline: John Gartshore's Masterpiece in Mechanical Construction, a review by Charles McCullough. Photocopy size: two sheets each 216 mm by 279 mm (8.5 in. by 11.0 in.). Original clip size 159 mm by 4 57 rnm (6.25 in. by 18.0 in.) Original extremely fragile."
86-21-110	"* Pencil sketch on laundry cardboard of clock base plate (?) . Chordal circular segment approximate size 118 mm by 219 mm (7.0 in. by 11.0 in.)"
86-21-448	"* Center photograph on same page as -447 showinf seven men with caption: ""Hardening Room Crew."" Size 51 mm, by 102 mm (2.0 in. by 4.0 in.) 86-21-449 * Lower photograph on same page as -447 showing ten men and one woman (four men and woman seated, six men standing) with capt i on:M ""Turret Lathe Dept."" Size 76 mm by 114 mm (3.0 in. by 4.5 in.) 86-21-450 * Upper photograph of two is missing, Caption on album page remains: ""G.E. Benching Dept."""
86-21-239	"* Dinner menu and list of signatures plus front and rear covers, bound at top with cotton string through holes, Front cover contains wash drawing of a two female-figure statue. Menu of banquet dated March 26, 1892 on onion skin paper. On inside of back cover is a list of signatures. This item needs further research on its origin and its connection to WHN. Covers of art board Size 133 mm by 222 mm (5.25 in. by 8.75 in.) 2-4 2/20/91"
86-21-233	"* Louise B, Nichols bank statement from Newton-Waltham Bank and Trust Co. plus two cancelled checks. Undated but last transaction on June 19, 1958. Statement size: 130 mm by 229 mm (7.0 in. by 9.0 in.) Check size 70 mm by 159 mm (2.75 in. by 6.25 in. ) . cancelled item sizes as"
86-21-316	"* Letter from Charles H. Sherwood to WHN, Hart, and Arthur with E-Award congratulations. Dated December 1, 1942. Typewritten and signed on letterhead stationery, size 216 mm by 279 mm (8.5 in. by 11.0 in.)"
86-21-200	"* Blueprint of machine assembly consisting of gear and shaft sub-assemblies, Notes in oriental language pictographs except for Arabic numerals, Dimensions given in standard U.S. units, Relevance to Nichols collection is currently unknown. Size of blueprint: w= 1270 mm (50.0 In.) and 692 mm (27.25 In.) Accordion folded. This Item needs extensive restoration."
86-21-381	"* Photograph of a War Bond Drive poster, Caption on mount above photograph: ""THE SPIRIT OF THE BOND DRIVE"", below photograph: ""CANTEEN ACTIVITIES."" Slogan on photograph: ""3rd WAR LOAN/ BUY YOUR BONDS/ LIGHT IN THE TORCH/ OF LIBERTY!."" Size 95 mm by 159 mm (3.75 in. by 6.25 in.) Stored i ri file folder with 86-21-382 and -383."
86-21-325	"* Letter from Joseph Jay (WHN employee in Armed Forces) to WHN. Congratulations on E-Award. Undated. Hand written and signed on imprinted stationery of George Field (Air Base), Vincennes, Indiana. Size 159 mm by 254 mm (6.25 in by 10.0 in.)"
86-21-250	"* Photograph of heavy-weight boxing champion Jack Dempsey and Henry Haldy taken indoors. Size 203 mm by 254 mm (8.0 in. by 10.0 in.) Reverse side notation: ""Manassa Mauler and Henry Haldy."" Stamp at center cf reverse side: ""Photograph by E. M. Logan, 28 Vernon Street, Waltham."" Upper right hand corner has the entry ""#11."""
86-21-373	"* r Photograph showing a number Scout activities. of boats under way as Sea"
86-21-296	"* Mounted photograph of Woerd Avenue Boat House and regatta, August 16, 1919. Photo size 114 mm by 178 mm (4.5 in. 7.0 in.) Mount size 203 mm by 254 mm (8.0 in. by 10.0 in.). by Label caption: ""Woerd Avenue Boat House - Regatta August 16, 1919."" Reverse side hand written notation: ""Waltham Canoe Club Regatta / War Canoe Race / 1st heat time 6 min 10 sec / Won by Crescent CC / Second Lawrence CC / 2nd heat time 5 min 56-4/5 sec / Won by Tatassit CC / Second Waltham CC / Final heat time 6 mln 5 sec / won by Tatassit CC / second Crescent CC."" Caption label and photograph"
86-21-225	"* File folder with legend typed on cover: ""George Henry Corliss and Hiram Corliss, Size 225 mm by 298 mm (8.88 in. by 11.75 in.)"
86-21-120	"* Reprint of RAC photograph shown mm by 114 mm (3.5 in. by 4.5 in.) in 86-21-115. Size 89 86 21-121 * Photograph of RAC shown in 86-21-109. 152 mm (3.5 in. by 6.0 in.) Size 89 mm by"
86-21-307	"* Sample November 25, 1942. invitation to E-Award ceremony to be held Size 131 mm by 216 mm (5.14 in. by 8.5 in.)"
